step; process; value
5; 1; 0.13716
5; 2; 0.13930
5; 3; 0.15227
5; 4; 0.14034
5; 5; 0.14695
5; 6; 0.14917
5; 7; 0.14766
5; 8; 0.14223
5; 9; 0.14723
5; 10; 0.15137
5; 11; 0.15535
5; 12; 0.17101
5; 13; 0.17351
5; 14; 0.17674
5; 15; 0.17463
5; 16; 0.19279
5; 17; 0.21270
5; 18; 0.22301
5; 19; 0.21449
5; 20; 0.22714
5; 21; 0.24462
5; 22; 0.24498
5; 23; 0.25965
5; 24; 0.26444
5; 25; 0.25127
5; 26; 0.25385
5; 27; 0.26920
5; 28; 0.25785
5; 29; 0.25442
5; 30; 0.25351
5; 31; 0.26163
5; 32; 0.26783
5; 33; 0.27091
5; 34; 0.25359
5; 35; 0.26919
5; 36; 0.28636
5; 37; 0.25388
5; 38; 0.24939
5; 39; 0.25091
5; 40; 0.25894
5; 41; 0.26252
5; 42; 0.26316
5; 43; 0.24784
5; 44; 0.21478
5; 45; 0.26582
5; 46; 0.21203
5; 47; 0.19372
5; 48; 0.17961
5; 49; 0.22826
5; 50; 0.18672
5; 51; 0.18752
5; 52; 0.17938
5; 53; 0.15933
5; 54; 0.14621
5; 55; 0.14226
5; 56; 0.14983
5; 57; 0.15252
5; 58; 0.14548
5; 59; 0.14169
5; 60; 0.13885
5; 61; 0.14373
5; 62; 0.13547
5; 63; 0.13513
6; 0; I should compute pixel 0
6; 1; 0.15163
6; 2; 0.13759
6; 3; 0.13945
6; 4; 0.14197
6; 5; 0.14555
6; 6; 0.14952
6; 7; 0.14745
6; 8; 0.14278
6; 9; 0.14682
6; 10; 0.17152
6; 11; 0.15539
6; 12; 0.16929
6; 13; 0.22774
6; 14; 0.18383
6; 15; 0.17611
6; 16; 0.19456
6; 17; 0.21173
6; 18; 0.20919
6; 19; 0.21780
6; 20; 0.22792
6; 21; 0.25944
6; 22; 0.25464
6; 23; 0.26244
6; 24; 0.25249
6; 25; 0.24829
6; 26; 0.25527
6; 27; 0.25428
6; 28; 0.27546
6; 29; 0.25447
6; 30; 0.27054
6; 31; 0.26454
6; 32; 0.28281
6; 33; 0.25846
6; 34; 0.26808
6; 35; 0.27253
6; 36; 0.25557
6; 37; 0.26651
6; 38; 0.25126
6; 39; 0.26327
6; 40; 0.27786
6; 41; 0.24506
6; 42; 0.24078
6; 43; 0.22840
6; 44; 0.21393
6; 45; 0.21044
6; 46; 0.22385
6; 47; 0.20555
6; 48; 0.17518
6; 49; 0.21189
6; 50; 0.17630
6; 51; 0.18562
6; 52; 0.16008
6; 53; 0.15197
6; 54; 0.14661
6; 55; 0.16216
6; 56; 0.14998
6; 57; 0.17510
6; 58; 0.14717
6; 59; 0.14023
6; 60; 0.13881
6; 61; 0.14725
6; 62; 0.13560
6; 63; 0.13507
7; 0; I should compute pixel 0
7; 1; 0.13649
7; 2; 0.13712
7; 3; 0.14020
7; 4; 0.14234
7; 5; 0.14746
7; 6; 0.15357
7; 7; 0.16288
7; 8; 0.14164
7; 9; 0.20521
7; 10; 0.15578
7; 11; 0.16372
7; 12; 0.16924
7; 13; 0.18264
7; 14; 0.18187
7; 15; 0.17613
7; 16; 0.19319
7; 17; 0.22735
7; 18; 0.20886
7; 19; 0.23148
7; 20; 0.22672
7; 21; 0.24181
7; 22; 0.24431
7; 23; 0.25555
7; 24; 0.25341
7; 25; 0.25051
7; 26; 0.26872
7; 27; 0.25371
7; 28; 0.27445
7; 29; 0.25130
7; 30; 0.25262
7; 31; 0.27869
7; 32; 0.26250
7; 33; 0.26724
7; 34; 0.26824
7; 35; 0.25763
7; 36; 0.25944
7; 37; 0.25318
7; 38; 0.25637
7; 39; 0.26145
7; 40; 0.26171
7; 41; 0.25120
7; 42; 0.25243
7; 43; 0.23782
7; 44; 0.22075
7; 45; 0.22209
7; 46; 0.21559
7; 47; 0.19718
7; 48; 0.19107
7; 49; 0.17380
7; 50; 0.17295
7; 51; 0.17499
7; 52; 0.15737
7; 53; 0.15092
7; 54; 0.14651
7; 55; 0.14354
7; 56; 0.16227
7; 57; 0.15121
7; 58; 0.14636
7; 59; 0.14052
7; 60; 0.14424
7; 61; 0.18279
7; 62; 0.13882
7; 63; 0.13500
8; 0; I should compute pixel 0
8; 1; 0.13622
8; 2; 0.14032
8; 3; 0.14014
8; 4; 0.13978
8; 5; 0.14547
8; 6; 0.16215
8; 7; 0.14771
8; 8; 0.16020
8; 9; 0.19335
8; 10; 0.15137
8; 11; 0.15575
8; 12; 0.16928
8; 13; 0.17357
8; 14; 0.17376
8; 15; 0.17495
8; 16; 0.19317
8; 17; 0.21806
8; 18; 0.21765
8; 19; 0.21783
8; 20; 0.23205
8; 21; 0.26251
8; 22; 0.26007
8; 23; 0.27111
8; 24; 0.26388
8; 25; 0.24479
8; 26; 0.26764
8; 27; 0.25526
8; 28; 0.25973
8; 29; 0.25171
8; 30; 0.25273
8; 31; 0.26179
8; 32; 0.26258
8; 33; 0.25310
8; 34; 0.26188
8; 35; 0.27684
8; 36; 0.25358
8; 37; 0.25512
8; 38; 0.24948
8; 39; 0.25285
8; 40; 0.25846
8; 41; 0.24670
8; 42; 0.24043
8; 43; 0.23318
8; 44; 0.21568
8; 45; 0.27636
8; 46; 0.22545
8; 47; 0.19340
8; 48; 0.17802
8; 49; 0.19276
8; 50; 0.18809
8; 51; 0.16975
8; 52; 0.17522
8; 53; 0.15229
8; 54; 0.14686
8; 55; 0.14904
8; 56; 0.15802
8; 57; 0.16284
8; 58; 0.14548
8; 59; 0.14051
8; 60; 0.16364
8; 61; 0.14047
8; 62; 0.13530
8; 63; 0.13548
9; 0; I should compute pixel 0
9; 1; 0.13523
9; 2; 0.13743
9; 3; 0.13919
9; 4; 0.13976
9; 5; 0.15736
9; 6; 0.14856
9; 7; 0.15407
9; 8; 0.14603
9; 9; 0.16276
9; 10; 0.15214
9; 11; 0.15575
9; 12; 0.16925
9; 13; 0.17277
9; 14; 0.18229
9; 15; 0.17522
9; 16; 0.19366
9; 17; 0.21251
9; 18; 0.21275
9; 19; 0.23083
9; 20; 0.24289
9; 21; 0.24042
9; 22; 0.24472
9; 23; 0.25781
9; 24; 0.27619
9; 25; 0.24471
9; 26; 0.25602
9; 27; 0.25366
9; 28; 0.25604
9; 29; 0.34587
9; 30; 0.26973
9; 31; 0.27554
9; 32; 0.26535
9; 33; 0.26549
9; 34; 0.26604
9; 35; 0.25654
9; 36; 0.27168
9; 37; 0.26924
9; 38; 0.24552
9; 39; 0.25079
9; 40; 0.25577
9; 41; 0.26422
9; 42; 0.24673
9; 43; 0.22672
9; 44; 0.21468
9; 45; 0.21957
9; 46; 0.21235
9; 47; 0.19552
9; 48; 0.17662
9; 49; 0.17616
9; 50; 0.18287
9; 51; 0.18432
9; 52; 0.15573
9; 53; 0.15063
9; 54; 0.14895
9; 55; 0.14192
9; 56; 0.14791
9; 57; 0.15395
9; 58; 0.15939
9; 59; 0.14041
9; 60; 0.15791
9; 61; 0.13817
9; 62; 0.13944
9; 63; 0.14102
10; 0; I should compute pixel 0
10; 1; 0.14986
10; 2; 0.13724
10; 3; 0.14041
10; 4; 0.14223
10; 5; 0.15914
10; 6; 0.14939
10; 7; 0.15547
10; 8; 0.14653
10; 9; 0.14666
10; 10; 0.15057
10; 11; 0.16198
10; 12; 0.16934
10; 13; 0.17390
10; 14; 0.17365
10; 15; 0.17548
10; 16; 0.20823
10; 17; 0.22907
10; 18; 0.21389
10; 19; 0.22089
10; 20; 0.24164
10; 21; 0.24664
10; 22; 0.25453
10; 23; 0.25696
10; 24; 0.25747
10; 25; 0.24477
10; 26; 0.25464
10; 27; 0.25500
10; 28; 0.25603
10; 29; 0.25223
10; 30; 0.25609
10; 31; 0.26721
10; 32; 0.26977
10; 33; 0.27393
10; 34; 0.27404
10; 35; 0.25670
10; 36; 0.25350
10; 37; 0.26136
10; 38; 0.24611
10; 39; 0.25146
10; 40; 0.27383
10; 41; 0.24537
10; 42; 0.23890
10; 43; 0.23773
10; 44; 0.21621
10; 45; 0.28042
10; 46; 0.22605
10; 47; 0.19375
10; 48; 0.19123
10; 49; 0.18134
10; 50; 0.19092
10; 51; 0.17386
10; 52; 0.15741
10; 53; 0.15910
10; 54; 0.14653
10; 55; 0.14346
10; 56; 0.15552
10; 57; 0.14933
10; 58; 0.14614
10; 59; 0.14513
10; 60; 0.13921
10; 61; 0.13715
10; 62; 0.13556
10; 63; 0.13520
