step; process; value
2; 62; 0.41120
2; 63; 0.42310
3; 0; 0.40660
3; 1; 0.40485
3; 2; 0.49449
3; 3; 0.59798
3; 4; 0.32667
3; 5; 0.27907
3; 6; 0.41044
3; 7; 0.36133
3; 8; 0.45965
3; 9; 0.34979
3; 10; 0.42496
3; 11; 0.57551
3; 12; 0.54994
3; 13; 0.42510
3; 14; 0.63331
3; 15; 0.60040
3; 16; 0.34960
3; 17; 0.67743
3; 18; 0.67937
3; 19; 0.66417
3; 20; 0.64648
3; 21; 0.49613
3; 22; 0.51990
3; 23; 0.42035
3; 24; 0.71473
3; 25; 0.68921
3; 26; 0.72240
3; 27; 0.58025
3; 28; 0.67094
3; 29; 0.55879
3; 30; 0.52894
3; 31; 0.72562
3; 32; 0.60018
3; 33; 0.77262
3; 34; 0.58928
3; 35; 0.74532
3; 36; 0.58787
3; 37; 0.60672
3; 38; 0.59648
3; 39; 0.52752
3; 40; 0.59721
3; 41; 0.56045
3; 42; 0.73381
3; 43; 0.64107
3; 44; 0.58465
3; 45; 0.64126
3; 46; 0.59546
3; 47; 0.55301
3; 48; 0.45766
3; 49; 0.48456
3; 50; 0.54360
3; 51; 0.54742
3; 52; 0.63060
3; 53; 0.53429
3; 54; 0.54033
3; 55; 0.52274
3; 56; 0.28222
3; 57; 0.54307
3; 58; 0.35153
3; 59; 0.52640
3; 60; 0.37136
3; 61; 0.53320
3; 62; 0.37138
3; 63; 0.40410
4; 0; 0.35939
4; 1; 0.54154
4; 2; 0.51983
4; 3; 0.53462
4; 4; 0.27108
4; 5; 0.46554
4; 6; 0.38707
4; 7; 0.45708
4; 8; 0.53304
4; 9; 0.53203
4; 10; 0.38069
4; 11; 0.56227
4; 12; 0.50677
4; 13; 0.56719
4; 14; 0.32260
4; 15; 0.46527
4; 16; 0.68258
4; 17; 0.62169
4; 18; 0.37007
4; 19; 0.58144
4; 20; 0.74010
4; 21; 0.67584
4; 22; 0.41009
4; 23; 0.86963
4; 24; 0.74293
4; 25; 0.83486
4; 26; 0.67227
4; 27; 0.54469
4; 28; 0.43865
4; 29; 0.62262
4; 30; 0.42909
4; 31; 0.55991
4; 32; 0.82360
4; 33; 0.58264
4; 34; 0.69275
4; 35; 0.42580
4; 36; 0.77672
4; 37; 0.42375
4; 38; 0.52917
4; 39; 0.74227
4; 40; 0.69571
4; 41; 0.68169
4; 42; 0.58572
4; 43; 0.70238
4; 44; 0.70767
4; 45; 0.35978
4; 46; 0.48773
4; 47; 0.49095
4; 48; 0.41506
4; 49; 0.62493
4; 50; 0.40978
4; 51; 0.60442
4; 52; 0.56898
4; 53; 0.39631
4; 54; 0.55247
4; 55; 0.65686
4; 56; 0.45264
4; 57; 0.36756
4; 58; 0.43942
4; 59; 0.53525
4; 60; 0.37708
4; 61; 0.58314
4; 62; 0.43865
4; 63; 0.52084
5; 0; 0.51629
5; 1; 0.51786
5; 2; 0.51213
5; 3; 0.50959
5; 4; 0.52224
5; 5; 0.33738
5; 6; 0.38295
5; 7; 0.28241
5; 8; 0.27447
5; 9; 0.55388
5; 10; 0.54419
5; 11; 0.54715
5; 12; 0.37975
5; 13; 0.57664
5; 14; 0.41963
5; 15; 0.59582
5; 16; 0.47754
5; 17; 0.50495
5; 18; 0.68315
5; 19; 0.70123
5; 20; 0.74360
5; 21; 0.56303
5; 22; 0.41165
5; 23; 0.69882
5; 24; 0.70140
5; 25; 0.60636
5; 26; 0.41528
5; 27; 0.70387
5; 28; 0.73454
5; 29; 0.72710
5; 30; 0.74973
5; 31; 0.42957
5; 32; 0.76694
5; 33; 0.68751
5; 34; 0.74892
5; 35; 0.68637
5; 36; 0.69761
5; 37; 0.78126
5; 38; 0.67248
5; 39; 0.59232
5; 40; 0.43315
5; 41; 0.41837
5; 42; 0.67682
5; 43; 0.39374
5; 44; 0.65698
5; 45; 0.50500
5; 46; 0.50909
5; 47; 0.54938
5; 48; 0.59150
5; 49; 0.61480
5; 50; 0.66144
5; 51; 0.65531
5; 52; 0.49034
5; 53; 0.60392
5; 54; 0.28160
5; 55; 0.27594
5; 56; 0.37327
5; 57; 0.58303
5; 58; 0.27669
5; 59; 0.56316
5; 60; 0.26778
5; 61; 0.58526
5; 62; 0.48475
5; 63; 0.39339
6; 0; 0.63437
6; 1; 0.35972
6; 2; 0.51737
6; 3; 0.50376
6; 4; 0.35373
6; 5; 0.37321
6; 6; 0.35927
6; 7; 0.31879
6; 8; 0.37438
6; 9; 0.53666
6; 10; 0.38006
6; 11; 0.54663
6; 12; 0.77656
6; 13; 0.59559
6; 14; 0.61199
6; 15; 0.61026
6; 16; 0.52742
6; 17; 0.82212
6; 18; 0.69675
6; 19; 0.47134
6; 20; 0.69111
6; 21; 0.54880
6; 22; 0.49527
6; 23; 0.51048
6; 24; 0.56355
6; 25; 0.76527
6; 26; 0.78336
6; 27; 0.57385
6; 28; 0.51113
6; 29; 0.52533
6; 30; 0.42040
6; 31; 0.53268
6; 32; 0.74351
6; 33; 0.79520
6; 34; 0.74385
6; 35; 0.89587
6; 36; 0.57353
6; 37; 0.41672
6; 38; 0.54210
6; 39; 0.90275
6; 40; 0.53989
6; 41; 0.67976
6; 42; 0.40209
6; 43; 0.62377
6; 44; 0.47617
6; 45; 0.52382
6; 46; 0.52349
6; 47; 0.72383
6; 48; 0.61046
6; 49; 0.31993
6; 50; 0.74242
6; 51; 0.31436
6; 52; 0.63307
6; 53; 0.54228
6; 54; 0.70972
6; 55; 0.66010
6; 56; 0.28234
6; 57; 0.48629
6; 58; 0.69168
6; 59; 0.36816
6; 60; 0.57970
6; 61; 0.35034
6; 62; 0.49274
6; 63; 0.33726
7; 0; 0.50704
7; 1; 0.51079
7; 2; 0.33497
7; 3; 0.53507
7; 4; 0.51410
7; 5; 0.59669
7; 6; 0.54846
7; 7; 0.55603
7; 8; 0.56449
7; 9; 0.52349
7; 10; 0.38141
7; 11; 0.52315
7; 12; 0.44307
7; 13; 0.59816
7; 14; 0.31702
7; 15; 0.42459
7; 16; 0.43602
7; 17; 0.57317
7; 18; 0.46642
7; 19; 0.37550
7; 20; 0.58466
7; 21; 0.60729
7; 22; 0.63044
7; 23; 0.82072
7; 24; 0.70951
7; 25; 0.79281
7; 26; 0.42076
7; 27; 0.54822
7; 28; 0.80634
7; 29; 0.67920
7; 30; 0.70770
7; 31; 0.64183
7; 32; 0.77255
7; 33; 0.58427
7; 34; 0.42495
7; 35; 0.77216
7; 36; 0.69529
7; 37; 0.66030
7; 38; 0.50842
7; 39; 0.68210
7; 40; 0.66345
7; 41; 0.55594
7; 42; 0.68591
7; 43; 0.72948
7; 44; 0.51391
7; 45; 0.67418
7; 46; 0.36778
7; 47; 0.65315
7; 48; 0.57573
7; 49; 0.69335
7; 50; 0.31739
7; 51; 0.52248
7; 52; 0.28962
7; 53; 0.39501
7; 54; 0.61087
7; 55; 0.35632
7; 56; 0.64100
7; 57; 0.53496
7; 58; 0.36089
7; 59; 0.44928
7; 60; 0.52679
7; 61; 0.34011
7; 62; 0.26347
7; 63; 0.35820
8; 0; 0.35173
8; 1; 0.37287
8; 2; 0.54025
8; 3; 0.26772
8; 4; 0.40130
8; 5; 0.41355
8; 6; 0.53577
8; 7; 0.40100
8; 8; 0.27126
8; 9; 0.54790
8; 10; 0.35723
8; 11; 0.55619
8; 12; 0.50967
8; 13; 0.47413
8; 14; 0.52877
8; 15; 0.43641
8; 16; 0.60066
8; 17; 0.63191
8; 18; 0.47815
8; 19; 0.63355
8; 20; 0.61370
8; 21; 0.50069
8; 22; 0.61637
8; 23; 0.41961
8; 24; 0.59791
8; 25; 0.55886
8; 26; 0.74968
8; 27; 0.53327
8; 28; 0.79676
8; 29; 0.58906
8; 30; 0.54716
8; 31; 0.70478
8; 32; 0.84437
8; 33; 0.65653
8; 34; 0.56965
8; 35; 0.77761
8; 36; 0.72076
8; 37; 0.52363
8; 38; 0.68078
8; 39; 0.53328
8; 40; 0.57465
8; 41; 0.64867
8; 42; 0.68500
8; 43; 0.63599
8; 44; 0.47049
8; 45; 0.49332
8; 46; 0.62247
8; 47; 0.48887
8; 48; 0.38181
8; 49; 0.54089
8; 50; 0.62036
8; 51; 0.71288
8; 52; 0.46378
8; 53; 0.38981
8; 54; 0.45046
8; 55; 0.27432
8; 56; 0.34313
8; 57; 0.66451
8; 58; 0.36683
8; 59; 0.58158
8; 60; 0.49143
8; 61; 0.49529
8; 62; 0.34792
8; 63; 0.41337
9; 0; 0.63364
9; 1; 0.47466
9; 2; 0.47717
9; 3; 0.50837
9; 4; 0.36624
9; 5; 0.33864
9; 6; 0.35450
9; 7; 0.32691
9; 8; 0.59351
9; 9; 0.62958
9; 10; 0.55879
9; 11; 0.50112
9; 12; 0.42799
9; 13; 0.70013
9; 14; 0.58994
9; 15; 0.44927
9; 16; 0.63498
9; 17; 0.36266
9; 18; 0.68388
9; 19; 0.52183
9; 20; 0.47683
9; 21; 0.43171
9; 22; 0.41477
9; 23; 0.76062
9; 24; 0.67709
9; 25; 0.59131
9; 26; 0.51161
9; 27; 0.70620
9; 28; 0.61666
9; 29; 0.68651
9; 30; 0.60188
9; 31; 0.65779
9; 32; 0.71242
9; 33; 0.72237
9; 34; 0.77124
9; 35; 0.78141
9; 36; 0.74659
9; 37; 0.71262
9; 38; 0.55944
9; 39; 0.65071
9; 40; 0.45695
9; 41; 0.69000
9; 42; 0.76435
9; 43; 0.65398
9; 44; 0.75080
9; 45; 0.50740
9; 46; 0.37426
9; 47; 0.65625
9; 48; 0.61477
9; 49; 0.40427
9; 50; 0.49398
9; 51; 0.58424
9; 52; 0.56853
9; 53; 0.50722
9; 54; 0.40174
9; 55; 0.50149
9; 56; 0.36560
9; 57; 0.36483
9; 58; 0.27725
9; 59; 0.27202
9; 60; 0.47018
9; 61; 0.51112
9; 62; 0.53851
9; 63; 0.33524
10; 0; 0.32523
10; 1; 0.36073
10; 2; 0.61135
10; 3; 0.51526
10; 4; 0.36601
10; 5; 0.55350
10; 6; 0.48696
10; 7; 0.34208
10; 8; 0.34367
10; 9; 0.28057
10; 10; 0.36822
10; 11; 0.29464
10; 12; 0.59411
10; 13; 0.60683
10; 14; 0.60274
10; 15; 0.61563
10; 16; 0.49031
10; 17; 0.36525
10; 18; 0.68177
10; 19; 0.48718
10; 20; 0.68360
10; 21; 0.68991
10; 22; 0.57514
10; 23; 0.73970
10; 24; 0.71374
10; 25; 0.54661
10; 26; 0.53993
10; 27; 0.69057
10; 28; 0.54354
10; 29; 0.75623
10; 30; 0.55969
10; 31; 0.55164
10; 32; 0.82240
10; 33; 0.76174
10; 34; 0.59653
10; 35; 0.64532
10; 36; 0.74518
10; 37; 0.69046
10; 38; 0.62143
10; 39; 0.41486
10; 40; 0.54819
10; 41; 0.41548
10; 42; 0.69958
10; 43; 0.57240
10; 44; 0.37709
10; 45; 0.47875
10; 46; 0.54749
10; 47; 0.68299
10; 48; 0.60618
10; 49; 0.38836
10; 50; 0.42215
10; 51; 0.60550
10; 52; 0.55024
10; 53; 0.54952
10; 54; 0.52643
10; 55; 0.52353
10; 56; 0.38241
10; 57; 0.55746
10; 58; 0.33852
10; 59; 0.54111
10; 60; 0.52914
10; 61; 0.58448
10; 62; 0.52818
10; 63; 0.35866
